contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
BAL2_V__2283	3111	No	NA	4	0	0	Low-quality	Genome-fragment	2.02	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BAX4_V__3504	2975	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD1_V__1704	19817	No	NA	28	1	0	Low-quality	Genome-fragment	10.75	HMM-based (lower-bound)	0.0	1.0	
BAW1_V__739	2998	No	NA	3	0	0	Low-quality	Genome-fragment	4.69	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8768_V__8570	3510	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZB1_V__5909	93153	No	NA	109	28	2	Medium-quality	Genome-fragment	67.87	AAI-based (medium-confidence)	0.0	1.0	
G23J_8064V__8866	5612	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__6581	66016	Yes	47635	80	20	5	Medium-quality	Genome-fragment	74.42	HMM-based (lower-bound)	27.84	1.0	
G23J7927V1__9934	15474	No	NA	19	6	0	Medium-quality	Genome-fragment	76.75	AAI-based (medium-confidence)	0.0	1.0	
G01M_8349_V__1526	17828	No	NA	35	12	0	Low-quality	Genome-fragment	46.36	AAI-based (high-confidence)	0.0	1.0	
G01M_8068_V__249	4925	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7881_V3__74	98285	No	NA	100	13	5	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AZP1_V__1252	22663	No	NA	30	17	0	Medium-quality	Genome-fragment	60.26	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__4686	2977	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBF1_V__8377	15607	No	NA	15	8	0	Low-quality	Genome-fragment	39.34	AAI-based (high-confidence)	0.0	1.0	
G21F_7878_V2__1698	2573	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7933V__681	46005	No	NA	60	7	1	Medium-quality	Genome-fragment	78.8	AAI-based (high-confidence)	0.0	1.0	
G21F_7878_V2__7473	2734	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX4_V__3223	2640	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__9527	3053	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH14_V__9127	2582	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8197_V__3970	2561	No	NA	4	0	0	Low-quality	Genome-fragment	3.07	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
AZB2_V__5883	14878	No	NA	21	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH14_V__5172	6125	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX4_V__5161	8371	No	NA	13	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__7889	3540	No	NA	8	0	0	Low-quality	Genome-fragment	7.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BAH1_V__7421	2703	No	NA	4	3	0	Low-quality	Genome-fragment	7.63	AAI-based (high-confidence)	0.0	1.0	
AZV1_V__766	2549	No	NA	6	5	0	Low-quality	Genome-fragment	6.52	AAI-based (high-confidence)	0.0	1.0	
BAC3_V__2570	2848	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZB2_V__990	5451	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__9812	2618	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__2296	8639	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAS3_V__10239	7022	No	NA	10	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8418_V__5783	641365	No	NA	862	119	38	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
G21F_7947_V5__5696	7852	No	NA	10	0	1	Low-quality	Genome-fragment	9.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BAY1_V__4177	36866	No	NA	47	11	1	Low-quality	Genome-fragment	37.71	HMM-based (lower-bound)	0.0	1.0	
G01M_8418_V__6628	3576	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G03J_7879_V5__3212	6558	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__3582	3694	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAM6_V__9418	2515	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__7230	4533	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8349_V__5783	2759	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH4_V__5043	2736	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G03J_7872_V1__368	31783	No	NA	34	1	4	Low-quality	Genome-fragment	35.68	HMM-based (lower-bound)	0.0	1.0	
G21F_7947_V5__7922	16539	No	NA	13	6	1	Low-quality	Genome-fragment	35.87	AAI-based (medium-confidence)	0.0	1.0	
G01M_8197_V__10266	2668	No	NA	4	3	0	Low-quality	Genome-fragment	7.1	AAI-based (high-confidence)	0.0	1.0	
G23J7927V1__205	2880	No	NA	3	2	0	Low-quality	Genome-fragment	5.25	AAI-based (high-confidence)	0.0	1.0	
G23J_7924V__5181	3099	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__1954	3449	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__7332	10290	No	NA	10	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8193_V__4685	8984	No	NA	11	11	0	Low-quality	Genome-fragment	22.07	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__2781	2574	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX4_V__9605	2937	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V18__10115	2797	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__9101	6604	No	NA	5	5	0	Low-quality	Genome-fragment	10.83	AAI-based (high-confidence)	0.0	1.0	
G21F_7878_V2__6318	3211	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__4639	2733	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZC3_V__5559	3030	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__2560	3374	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7943V__9230	2900	No	NA	6	1	0	Low-quality	Genome-fragment	3.34	AAI-based (high-confidence)	0.0	1.0	
G23J_8060V__1369	98361	No	NA	134	56	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
G03J_7875_V2__3264	50711	Yes	40327	75	32	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	20.48	1.0	
G23J_7937V__1506	16003	No	NA	17	1	3	Low-quality	Genome-fragment	9.46	HMM-based (lower-bound)	0.0	1.0	
G03J_7869_V4__6588	73113	No	NA	72	0	61	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__8952	3272	No	NA	2	0	2	Low-quality	Genome-fragment	0.84	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G21F_7876_V1__1647	12979	No	NA	18	4	0	Medium-quality	Genome-fragment	84.99	AAI-based (medium-confidence)	0.0	1.0	
G01M_8653_V__4269	2778	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZR1_V__4793	3052	No	NA	7	1	0	Low-quality	Genome-fragment	7.15	AAI-based (medium-confidence)	0.0	1.0	
BAL2_V__5203	12154	No	NA	19	1	4	Low-quality	Genome-fragment	6.59	HMM-based (lower-bound)	0.0	1.0	
BAH1_V__4440	2594	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8062V__10296	13353	No	NA	10	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__3666	19785	No	NA	23	0	14	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__3614	4237	No	NA	5	4	0	Low-quality	Genome-fragment	11.5	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__418	25096	No	NA	24	0	17	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD1_V__8049	10831	No	NA	9	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__9320	9627	No	NA	19	6	0	Low-quality	Genome-fragment	15.63	HMM-based (lower-bound)	0.0	1.0	
G23J_8064V__511	5796	No	NA	7	4	0	Low-quality	Genome-fragment	12.79	AAI-based (high-confidence)	0.0	1.0	
G23J_7940V__6618	4128	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZB1_V__3884	57887	No	NA	78	12	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
G23J_7937V__3477	3122	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7881_V3__3339	101273	No	NA	92	0	68	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__7784	31174	No	NA	37	21	1	Medium-quality	Genome-fragment	71.11	AAI-based (high-confidence)	0.0	1.0	
BAW0_V__1425	12835	No	NA	22	3	2	Low-quality	Genome-fragment	13.61	HMM-based (lower-bound)	0.0	1.0	
AZE2_V__5467	2776	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__887	6203	No	NA	15	5	0	Low-quality	Genome-fragment	5.97	HMM-based (lower-bound)	0.0	1.0	
G01M_8337_V__5381	3434	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH14_V__7534	3222	No	NA	4	1	0	Low-quality	Genome-fragment	4.63	HMM-based (lower-bound)	0.0	1.0	
BAF2_V__1033	7371	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__6821	35323	Yes	32091	44	20	2	High-quality	High-quality	90.59	AAI-based (high-confidence)	9.15	1.0	
AZK4_V__597	20950	No	NA	22	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD1_V__2462	16384	No	NA	27	3	0	Medium-quality	Genome-fragment	51.98	AAI-based (medium-confidence)	0.0	1.0	
BAY1_V__7216	5216	No	NA	12	0	0	Low-quality	Genome-fragment	14.89	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BBN1_V__7461	19973	No	NA	22	0	16	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH1_V__288	21696	No	NA	19	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__6685	5221	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__725	54766	No	NA	79	14	3	High-quality	High-quality	96.71	AAI-based (high-confidence)	0.0	1.0	
AZT2_V__2083	49217	No	NA	78	28	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
G21F_7878_V2__1124	30369	No	NA	43	20	0	Medium-quality	Genome-fragment	84.77	AAI-based (high-confidence)	0.0	1.0	
G01M_8190_V__9323	2571	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__2916	6979	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAF2_V__9481	2726	No	NA	1	0	0	Low-quality	Genome-fragment	2.7	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BAH1_V__3419	42104	No	NA	79	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
G23J_8060V__2211	28137	No	NA	33	18	1	Medium-quality	Genome-fragment	67.82	AAI-based (high-confidence)	0.0	1.0	
AZK1_V__6444	12198	No	NA	10	0	6	Low-quality	Genome-fragment	6.7	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
AZB1_V__6153	18650	No	NA	26	5	1	Low-quality	Genome-fragment	41.35	AAI-based (high-confidence)	0.0	1.0	
BAX1_V__7070	2710	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW1_V__1085	31201	No	NA	37	10	1	Medium-quality	Genome-fragment	58.41	AAI-based (high-confidence)	0.0	1.0	
G23J_7940V__4325	2856	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__8152	2702	No	NA	3	0	1	Low-quality	Genome-fragment	3.08	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BAD2_V__3752	2701	No	NA	5	1	0	Low-quality	Genome-fragment	8.23	AAI-based (high-confidence)	0.0	1.0	
G18F_V18__2362	3234	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__6288	2607	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX1_V__7912	2511	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8193_V__1189	2817	No	NA	6	0	0	Low-quality	Genome-fragment	5.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_7937V__5314	3184	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7943V__9804	2631	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__5482	161461	No	NA	267	28	1	High-quality	High-quality	91.8	AAI-based (medium-confidence)	0.0	1.0	
G21F_7947_V5__6414	12533	No	NA	12	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD0_V__1882	3899	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__8131	4727	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__5442	2828	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7936V__4375	13136	No	NA	26	7	0	Low-quality	Genome-fragment	14.34	HMM-based (lower-bound)	0.0	1.0	
BBD1_V__2310	10211	No	NA	15	6	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
G23J7927V1__1239	21819	No	NA	32	26	0	Low-quality	Genome-fragment	45.49	AAI-based (medium-confidence)	0.0	1.0	
G21F_7876_V1__1157	3027	No	NA	2	0	0	Low-quality	Genome-fragment	1.71	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAH1_V__551	2922	No	NA	3	0	0	Low-quality	Genome-fragment	7.15	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAC3_V__1338	3437	No	NA	5	0	0	Low-quality	Genome-fragment	6.28	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G01M_8519_V__1897	6369	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD0_V__3854	3880	Yes	1325	3	1	1	Low-quality	Genome-fragment	0.47	HMM-based (lower-bound)	65.85	1.0	
G18F_V14__6673	8413	No	NA	24	22	0	Low-quality	Genome-fragment	27.32	AAI-based (high-confidence)	0.0	1.0	
BAL2_V__1983	26663	No	NA	23	0	18	Low-quality	Genome-fragment	16.39	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G21F_7947_V5__2779	52132	No	NA	51	0	29	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZP2_V__2059	37726	No	NA	52	9	0	Medium-quality	Genome-fragment	63.14	HMM-based (lower-bound)	0.0	1.0	
G01M_8520_V__3632	3695	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7943V__5376	2526	No	NA	6	0	0	Low-quality	Genome-fragment	1.64	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAL2_V__8607	2791	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW1_V__4467	3440	No	NA	5	0	0	Low-quality	Genome-fragment	4.21	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_7940V__7559	50138	No	NA	54	2	9	Low-quality	Genome-fragment	31.66	HMM-based (lower-bound)	0.0	1.0	
G23J_8060V__157	63047	No	NA	64	9	0	Medium-quality	Genome-fragment	67.67	AAI-based (high-confidence)	0.0	1.0	
G01M_8197_V__5350	29408	No	NA	36	0	18	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAS3_V__4842	5968	No	NA	13	2	0	Low-quality	Genome-fragment	3.91	HMM-based (lower-bound)	0.0	1.0	
G21F_7881_V3__2984	6066	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD2_V__4266	3385	No	NA	3	2	0	Low-quality	Genome-fragment	9.17	AAI-based (high-confidence)	0.0	1.0	
G21F_7946_V4__9092	2693	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__9696	3978	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW0_V__25	91856	No	NA	125	27	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
BAL2_V__546	255924	No	NA	268	1	159	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
BBD1_V__6048	38501	No	NA	67	62	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.15	
BAY1_V__2115	4572	No	NA	6	0	0	Low-quality	Genome-fragment	5.65	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G21F_7881_V3__2333	42353	No	NA	38	0	28	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V12__5584	2934	No	NA	5	0	0	Low-quality	Genome-fragment	5.4	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G21F_7878_V2__3445	12257	No	NA	20	7	0	Low-quality	Genome-fragment	21.99	AAI-based (high-confidence)	0.0	1.0	
G18F_V11__75	3079	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZP2_V__6031	3933	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7881_V3__340	38804	No	NA	62	47	0	High-quality	High-quality	96.2	AAI-based (medium-confidence)	0.0	1.0	
G03J_7872_V1__4293	3983	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8768_V__9242	3234	No	NA	8	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8519_V__6224	225797	No	NA	341	74	9	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
G23J_8030V__3109	2535	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__9274	21765	No	NA	28	11	2	Medium-quality	Genome-fragment	51.47	AAI-based (medium-confidence)	0.0	1.0	
BAH1_V__5337	2851	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8588_V__2405	3183	No	NA	6	4	0	Low-quality	Genome-fragment	3.93	HMM-based (lower-bound)	0.0	1.0	
AZK1_V__7479	2541	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__95	43221	No	NA	46	5	2	Medium-quality	Genome-fragment	89.29	AAI-based (medium-confidence)	0.0	1.0	
G18F_V18__6533	16118	No	NA	19	8	0	Low-quality	Genome-fragment	41.84	AAI-based (medium-confidence)	0.0	1.0	
G23J_8064V__9599	10442	No	NA	17	3	0	Medium-quality	Genome-fragment	71.74	AAI-based (medium-confidence)	0.0	1.0	low-confidence DTR
G21F_7947_V5__7831	3005	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN3_V__2165	6428	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__8272	16310	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__9709	6374	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH1_V__8547	8664	No	NA	9	4	0	Low-quality	Genome-fragment	39.06	AAI-based (high-confidence)	0.0	1.0	
BAS3_V__681	15458	No	NA	26	6	0	Low-quality	Genome-fragment	26.6	AAI-based (high-confidence)	0.0	1.0	
G21F_7947_V5__3880	108427	No	NA	101	11	2	Medium-quality	Genome-fragment	71.8	AAI-based (high-confidence)	0.0	1.0	
G23J_7937V__2879	122426	No	NA	148	36	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
G21F_7878_V2__808	2767	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD1_V__3671	6416	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__5381	2680	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8590_V__1122	2529	No	NA	4	2	0	Low-quality	Genome-fragment	5.48	HMM-based (lower-bound)	0.0	1.0	
G21F_7947_V5__8474	3013	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX2_V__980	31985	No	NA	47	8	0	Medium-quality	Genome-fragment	82.3	AAI-based (high-confidence)	0.0	1.0	
BAL2_V__907	23324	No	NA	23	0	16	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J7928V2__1503	3187	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__2708	2760	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX1_V__6731	4273	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7940V__8229	3834	No	NA	1	0	0	Low-quality	Genome-fragment	9.22	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G21F_7876_V1__5871	18256	No	NA	30	15	0	Medium-quality	Genome-fragment	72.1	AAI-based (high-confidence)	0.0	1.0	
G21F_7876_V1__2285	37602	No	NA	43	7	3	Low-quality	Genome-fragment	49.68	AAI-based (high-confidence)	0.0	1.0	
BAM1_V__7948	3484	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX4_V__378	4237	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
MixSK11_V6__1891	24649	No	NA	25	15	0	Medium-quality	Genome-fragment	58.55	AAI-based (high-confidence)	0.0	1.0	
G23J7928V2__1701	105082	No	NA	129	71	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
G21F_7876_V1__6790	44850	No	NA	34	0	24	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7940V__6884	2693	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZV1_V__2	42326	No	NA	56	0	36	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBF8_V__1021	4247	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
BAL6_V__4843	92515	No	NA	80	13	0	High-quality	High-quality	99.3	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__7783	19665	No	NA	19	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH1_V__3364	4268	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8399_V__2229	14983	No	NA	27	9	0	Low-quality	Genome-fragment	33.38	AAI-based (high-confidence)	0.0	1.0	
G21F_7876_V1__9044	3270	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX2_V__9551	7032	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__619	78583	No	NA	75	2	40	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
G23J_8064V__692	3229	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD0_V__3754	2936	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX4_V__5230	2714	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__2175	4218	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__4271	2534	No	NA	4	0	1	Low-quality	Genome-fragment	1.92	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAJ6_V__9818	2555	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW1_V__3102	2683	No	NA	5	3	0	Low-quality	Genome-fragment	4.28	AAI-based (high-confidence)	0.0	1.0	
G23J_7937V__7574	6692	No	NA	13	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8067V__9767	2694	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__9935	2511	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7881_V3__3971	5723	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY6_V__9936	3356	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8533_V__3818	4641	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8418_V__9844	4490	No	NA	6	0	2	Low-quality	Genome-fragment	2.5	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAF2_V__5694	84040	No	NA	103	16	3	High-quality	High-quality	96.16	AAI-based (high-confidence)	0.0	1.0	
